off_Rk,School,G,Pts,pass_cmp,pass_Att,cmp_Pct,pass_Yds,pass_TD,rush_Att,rush_Yds,rush_Avg,rush_TD,Plays,Yds,Avg_Yds,1st_down_Pass,1st_down_Rush,1st_down_Pen,1st_down_Tot,pen_No.,pen_Yds,Fum,Int,TO_Tot,year
91,Oregon State,12,26.1,21.6,35.8,60.2,249.2,1.4,40.4,155.6,3.8,1.9,76.3,404.8,5.3,11.5,8.8,1.6,21.9,5.3,47.9,0.8,0.8,1.5,2018
92,USC,12,26.1,20.3,33.4,60.8,248.2,1.5,32.8,134.4,4.1,1.4,66.2,382.6,5.8,10.3,7.0,1.9,19.3,8.0,73.6,0.8,0.8,1.6,2018
93,Illinois,12,26.0,14.8,27.3,54.0,165.7,0.8,40.8,244.8,6.0,2.1,68.2,410.4,6.0,7.6,10.4,1.4,19.4,6.3,64.4,0.8,1.2,2.0,2018
94,Pitt,14,25.6,13.0,22.6,57.6,141.8,0.9,40.8,227.9,5.6,2.1,63.4,369.7,5.8,5.1,10.9,1.2,17.2,7.2,67.3,0.7,0.4,1.1,2018
95,New Mexico State,12,25.3,24.8,44.8,55.3,265.2,1.3,29.5,106.0,3.6,1.2,74.3,371.2,5.0,11.6,6.5,2.4,20.5,6.3,52.8,0.8,1.3,2.1,2018
96,Navy,13,25.0,4.2,9.9,41.9,72.8,0.4,56.1,276.6,4.9,2.8,66.0,349.5,5.3,2.9,13.9,1.1,17.9,3.7,30.0,0.9,0.4,1.3,2018
97,Louisiana Tech,13,24.7,20.8,36.6,56.7,249.5,1.2,33.7,129.8,3.9,1.7,70.3,379.4,5.4,11.0,7.7,2.1,20.7,4.6,45.1,0.6,0.8,1.5,2018
98,UCLA,12,24.6,19.9,33.6,59.3,237.8,1.1,37.5,155.3,4.1,1.7,71.1,393.0,5.5,11.2,8.2,1.8,21.1,6.8,57.0,0.6,0.8,1.4,2018
99,Bowling Green State,12,24.3,20.8,33.7,61.9,238.7,2.3,34.5,118.1,3.4,0.8,68.2,356.8,5.2,10.8,6.5,1.9,19.2,7.8,65.7,0.8,1.1,1.8,2018
100,Ball State,12,24.2,24.0,39.7,60.5,252.9,1.4,37.1,156.2,4.2,1.7,76.8,409.1,5.3,12.3,9.3,2.1,23.6,6.8,66.9,0.8,1.0,1.8,2018
101,Northwestern,14,24.2,22.8,37.6,60.5,239.4,1.2,37.0,114.9,3.1,1.8,74.6,354.4,4.7,11.5,6.6,2.5,20.6,2.9,25.9,0.2,1.1,1.4,2018
102,South Alabama,12,24.2,16.7,26.6,62.7,203.3,1.6,40.9,152.0,3.7,1.4,67.5,355.3,5.3,7.8,8.0,1.9,17.8,8.9,83.5,1.0,0.8,1.8,2018
103,Tulsa,12,24.1,14.3,26.4,53.9,177.1,1.1,48.2,201.8,4.2,1.9,74.6,378.9,5.1,8.1,11.1,1.0,20.2,7.2,63.4,1.0,0.8,1.8,2018
104,Georgia State,12,23.9,17.3,29.3,58.8,206.8,1.3,38.4,172.4,4.5,1.8,67.8,379.2,5.6,9.2,9.5,1.8,20.4,4.0,39.9,1.0,0.5,1.5,2018
105,Kent State,12,23.9,20.6,35.0,58.8,211.9,1.2,41.1,171.8,4.2,1.7,76.1,383.7,5.0,9.0,9.4,2.3,20.8,9.0,76.6,0.8,0.8,1.7,2018
106,Kansas,12,23.8,19.2,32.8,58.5,192.7,1.5,35.2,158.2,4.5,1.2,67.9,350.8,5.2,9.3,7.2,1.5,17.9,6.5,55.8,0.6,0.3,0.9,2018
107,Texas Christian,13,23.5,18.3,31.4,58.3,210.8,1.4,38.1,157.2,4.1,1.1,69.5,368.1,5.3,9.2,8.8,1.0,18.9,4.3,39.1,0.8,1.2,2.0,2018
108,Colorado State,12,22.8,25.3,41.8,60.5,304.9,2.2,32.6,105.8,3.2,0.7,74.3,410.8,5.5,13.8,7.0,2.1,22.8,7.8,65.8,0.5,1.3,1.8,2018
109,East Carolina,12,22.8,23.8,47.3,50.2,284.8,1.5,35.6,129.7,3.6,1.1,82.9,414.4,5.0,12.5,7.6,2.7,22.8,4.8,45.6,0.8,1.3,2.1,2018
110,Tennessee,12,22.8,14.7,24.8,59.3,196.4,1.3,34.5,130.0,3.8,1.3,59.3,326.4,5.5,8.0,6.3,1.8,16.0,5.7,46.5,0.9,0.4,1.3,2018
111,Kansas State,12,22.5,13.8,24.2,57.2,162.1,0.9,42.3,182.6,4.3,1.7,66.4,344.7,5.2,7.3,9.7,1.8,18.8,4.9,44.8,0.8,0.6,1.4,2018
112,Connecticut,12,22.2,16.6,29.2,56.9,178.9,1.7,41.6,199.6,4.8,1.3,70.8,378.5,5.3,8.2,10.3,2.4,20.8,4.5,39.3,0.9,1.4,2.3,2018
113,Florida State,12,21.9,21.6,37.9,56.9,269.1,1.7,32.6,90.9,2.8,0.9,70.5,360.0,5.1,10.7,5.0,1.4,17.1,9.2,70.9,1.1,1.1,2.2,2018
114,Arkansas,12,21.7,16.8,30.8,54.6,191.8,1.4,36.7,143.3,3.9,0.9,67.5,335.1,5.0,8.4,7.9,1.9,18.3,5.8,51.8,0.7,1.5,2.2,2018
115,Charlotte,12,21.7,15.2,25.3,60.1,180.5,0.8,43.8,162.7,3.7,1.5,69.0,343.2,5.0,7.9,9.8,1.8,19.8,5.3,47.1,0.6,0.7,1.3,2018
116,California,13,21.5,19.5,32.5,60.0,185.8,1.2,37.5,157.7,4.2,1.0,70.0,343.5,4.9,8.7,8.5,2.1,19.3,5.7,50.1,0.8,1.5,2.4,2018
117,San Jose State,12,21.3,21.5,37.4,57.5,260.9,1.8,29.7,61.5,2.1,0.7,67.1,322.4,4.8,11.7,3.7,1.3,16.7,6.8,54.6,0.5,1.1,1.6,2018
118,Western Kentucky,12,21.1,21.2,35.9,58.9,226.8,1.3,36.7,136.7,3.7,1.3,72.6,363.5,5.0,10.0,8.9,2.0,20.9,6.5,57.6,0.6,0.8,1.4,2018
119,Wyoming,12,20.7,11.3,23.0,48.9,131.3,0.7,41.0,200.1,4.9,1.6,64.0,331.4,5.2,6.0,9.7,1.3,17.0,6.0,49.7,0.6,0.3,0.9,2018
120,San Diego State,13,20.6,12.8,24.0,53.2,187.2,1.1,39.9,161.7,4.1,1.2,63.9,348.8,5.5,8.1,8.1,1.2,17.3,7.2,61.8,0.8,0.5,1.4,2018
121,Northern Illinois,14,20.1,16.9,28.6,58.9,155.4,1.1,42.6,166.9,3.9,1.2,71.3,322.3,4.5,7.9,10.0,1.4,19.3,6.5,61.1,0.6,0.8,1.4,2018
122,Louisville,12,19.8,17.5,32.8,53.3,211.1,0.8,33.5,142.4,4.3,1.5,66.3,353.5,5.3,9.5,7.9,1.3,18.8,8.4,71.8,0.8,1.3,2.1,2018
123,Texas State,12,19.8,16.1,27.5,58.5,182.3,1.3,37.2,147.2,4.0,1.3,64.7,329.5,5.1,7.8,7.7,1.9,17.4,6.0,48.2,0.9,1.0,1.9,2018
124,Akron,12,18.9,15.6,31.2,50.0,199.2,1.3,32.3,98.2,3.0,0.4,63.5,297.3,4.7,8.8,5.8,2.3,16.8,6.7,61.1,0.8,1.2,2.0,2018
125,Rice,13,18.9,15.2,28.3,53.5,174.8,1.0,37.7,143.6,3.8,1.2,66.0,318.4,4.8,8.2,7.0,1.0,16.2,4.5,39.5,0.5,1.2,1.8,2018
126,Michigan State,13,18.7,19.6,38.2,51.4,217.2,0.9,35.8,124.8,3.5,1.1,73.9,342.1,4.6,11.2,7.1,1.9,20.2,6.0,54.7,0.6,1.1,1.7,2018
127,UTEP,12,17.7,13.4,27.0,49.7,184.0,0.8,35.6,123.7,3.5,1.4,62.6,307.7,4.9,7.5,6.6,1.4,15.5,5.3,43.2,0.8,1.6,2.3,2018
128,Central Michigan,12,15.0,14.7,30.2,48.6,134.5,0.8,37.3,120.6,3.2,0.7,67.4,255.1,3.8,6.4,7.0,1.7,15.1,8.2,70.9,0.8,1.5,2.3,2018
129,UTSA,12,14.2,17.0,33.7,50.5,159.8,0.8,29.4,87.3,3.0,0.6,63.1,247.2,3.9,8.1,5.8,1.3,15.3,5.4,41.6,0.7,0.8,1.5,2018
130,Rutgers,12,13.5,14.3,29.2,48.9,132.2,0.4,35.1,134.1,3.8,1.0,64.3,266.3,4.1,6.0,7.2,2.0,15.2,6.3,62.3,0.6,1.8,2.4,2018
1,UCF,13,48.2,22.1,32.6,67.7,331.8,2.9,38.5,199.2,5.2,3.0,71.1,530.9,7.5,13.1,9.2,2.8,25.2,8.4,68.1,0.5,0.7,1.2,2017
2,Memphis,13,45.5,23.6,37.5,62.9,335.0,3.0,34.8,197.1,5.7,2.5,72.4,532.1,7.4,14.5,8.2,2.5,25.2,8.5,77.4,0.5,0.8,1.2,2017
3,Oklahoma,14,45.1,22.1,30.9,71.4,361.8,3.4,39.0,217.8,5.6,2.4,69.9,579.6,8.3,14.4,10.2,1.4,25.8,5.9,57.8,0.5,0.4,0.9,2017
4,Oklahoma State,13,45.0,25.0,38.7,64.6,389.2,2.8,38.5,182.2,4.7,2.6,77.2,571.3,7.4,16.4,9.1,2.2,27.6,5.1,45.5,0.8,0.8,1.6,2017
5,Arizona,13,41.3,14.1,22.7,62.0,180.2,1.5,46.9,309.7,6.6,3.7,69.6,489.9,7.0,7.5,13.1,3.1,23.5,5.3,55.0,0.7,1.0,1.7,2017
6,Ohio State,14,41.1,20.5,31.4,65.2,262.8,2.8,42.0,243.4,5.8,2.4,73.4,506.2,6.9,10.7,12.4,2.1,25.3,6.9,67.4,0.6,0.7,1.4,2017
7,Penn State,13,41.1,23.2,35.2,65.7,290.2,2.5,34.7,170.2,4.9,2.8,69.9,460.3,6.6,13.2,7.6,1.9,22.8,4.2,37.7,0.2,0.8,1.0,2017
8,Florida Atlantic,14,40.6,16.7,25.8,64.8,213.1,1.5,47.5,285.1,6.0,3.7,73.3,498.2,6.8,7.9,14.9,1.4,24.3,5.9,52.4,0.4,0.5,0.9,2017
9,Ohio,13,39.1,13.7,24.7,55.5,188.5,1.5,42.5,244.1,5.7,3.4,67.2,432.6,6.4,8.0,11.4,2.8,22.2,5.1,45.4,0.9,0.7,1.6,2017
10,South Florida,12,38.3,16.3,30.6,53.4,248.9,2.1,52.8,264.1,5.0,2.5,83.4,513.0,6.1,10.0,13.8,1.9,25.8,9.3,86.0,0.7,0.5,1.2,2017
11,Louisville,13,38.1,21.3,35.7,59.7,299.8,2.2,38.1,245.1,6.4,2.5,73.8,544.9,7.4,12.9,12.1,2.1,27.1,6.3,51.1,0.8,0.8,1.6,2017
12,Arkansas State,12,37.8,26.4,42.6,62.0,342.2,3.2,38.5,152.8,4.0,1.4,81.1,494.9,6.1,15.9,8.8,2.3,26.8,7.8,69.0,0.7,1.4,2.1,2017
13,SMU,13,37.8,21.8,37.5,58.1,294.1,2.7,37.4,184.4,4.9,2.0,74.8,478.5,6.4,12.4,9.5,2.3,24.0,6.4,59.2,0.5,1.0,1.5,2017
14,Missouri,13,37.5,19.0,33.1,57.4,308.6,3.4,37.2,194.5,5.2,1.2,70.3,503.2,7.2,11.5,10.2,1.6,23.4,7.4,59.5,0.8,1.1,1.9,2017
15,Alabama,14,37.1,14.6,23.8,61.3,193.4,2.0,43.7,250.6,5.7,2.6,67.5,444.1,6.6,8.6,12.4,1.4,22.2,4.9,40.6,0.5,0.2,0.7,2017
16,Toledo,14,36.4,19.1,30.2,63.1,279.9,2.0,39.7,205.2,5.2,2.3,69.9,485.1,6.9,11.9,9.5,1.6,23.0,7.6,67.9,0.7,0.6,1.4,2017
17,Washington,13,36.2,18.5,26.8,69.0,222.2,1.5,36.4,183.2,5.0,2.8,63.2,405.5,6.4,10.3,8.9,1.6,20.8,4.2,34.2,0.5,0.4,0.8,2017
18,Oregon,13,36.0,15.6,23.9,65.3,189.9,1.4,48.3,251.0,5.2,3.1,72.2,440.9,6.1,7.4,12.5,2.1,21.9,9.3,87.5,1.0,0.9,1.9,2017
19,North Texas,14,35.5,23.4,37.1,63.1,291.9,2.3,36.8,164.2,4.5,2.0,73.9,456.1,6.2,13.1,9.5,1.7,24.3,4.9,43.8,0.9,1.1,1.9,2017
20,Georgia,15,35.4,12.4,20.3,61.0,176.9,1.6,44.9,258.4,5.8,2.8,65.2,435.3,6.7,7.5,11.9,1.4,20.7,6.3,55.7,0.5,0.6,1.1,2017
21,Wake Forest,13,35.3,20.6,32.8,62.9,276.8,2.5,41.2,189.1,4.6,1.7,73.9,465.9,6.3,11.8,9.6,1.3,22.8,5.3,41.8,0.5,0.5,1.0,2017
22,West Virginia,13,34.5,22.6,37.0,61.1,309.3,2.8,35.5,150.2,4.2,1.4,72.5,459.5,6.3,12.2,8.7,2.3,23.2,6.1,59.7,0.9,1.1,2.0,2017
23,Texas Tech,13,34.3,27.2,41.6,65.2,333.7,2.7,35.3,140.9,4.0,1.5,76.9,474.6,6.2,14.5,8.2,1.9,24.5,8.0,76.6,0.5,0.9,1.4,2017
24,Notre Dame,13,34.2,14.0,27.1,51.7,178.9,1.5,43.0,269.5,6.3,2.7,70.1,448.4,6.4,8.0,11.2,1.9,21.1,5.8,48.7,0.5,0.8,1.3,2017
25,Auburn,14,33.9,18.2,27.3,66.8,233.4,1.5,45.9,218.3,4.8,2.4,73.1,451.6,6.2,9.0,11.5,1.8,22.3,4.5,38.6,1.0,0.4,1.4,2017
26,Louisiana-Monroe,12,33.9,20.5,33.7,60.9,288.8,1.8,38.3,170.0,4.4,2.3,71.9,458.8,6.4,11.9,8.3,1.3,21.6,5.3,43.4,0.8,0.8,1.5,2017
27,Western Michigan,12,33.9,14.3,24.5,58.5,164.8,1.6,46.8,224.8,4.8,2.2,71.3,389.6,5.5,7.8,11.8,1.3,20.8,5.7,53.4,0.8,0.7,1.5,2017
28,Wisconsin,14,33.8,14.6,23.2,62.8,192.1,1.8,44.7,223.2,5.0,2.0,67.9,415.3,6.1,9.1,10.6,1.4,21.1,5.4,50.2,0.6,1.1,1.7,2017
29,Texas Christian,14,33.6,20.4,30.7,66.3,245.1,2.0,38.1,174.1,4.6,1.9,68.8,419.2,6.1,10.2,9.5,1.6,21.3,6.4,53.6,0.6,0.6,1.2,2017
30,Appalachian State,13,33.5,16.5,27.4,60.4,216.2,2.2,40.8,223.6,5.5,2.1,68.2,439.8,6.5,8.8,10.5,1.6,20.9,7.0,63.9,0.6,0.5,1.1,2017
31,Colorado State,13,33.4,21.8,35.3,61.9,292.6,2.2,39.8,200.6,5.0,2.0,75.2,493.2,6.6,13.4,10.3,1.8,25.5,6.2,57.0,0.5,0.8,1.2,2017
32,Clemson,14,33.3,22.1,33.5,65.9,235.5,1.2,41.2,195.0,4.7,2.9,74.7,430.5,5.8,11.0,9.6,1.4,22.1,4.9,43.4,0.5,0.6,1.1,2017
33,Ole Miss,12,32.8,23.4,36.2,64.7,328.4,2.3,30.8,134.1,4.4,1.6,66.9,462.5,6.9,12.6,7.2,1.5,21.3,7.6,62.4,0.4,1.1,1.5,2017
34,Texas A&M,13,32.7,19.5,34.5,56.3,251.2,1.7,38.9,155.6,4.0,2.0,73.5,406.8,5.5,10.7,7.4,1.9,20.0,5.2,45.2,0.5,0.9,1.5,2017
35,USC,14,32.6,22.1,35.1,62.9,299.0,1.9,38.5,186.2,4.8,2.1,73.6,485.2,6.6,13.7,9.6,1.0,24.3,7.6,69.6,1.0,0.9,1.9,2017
36,Boise State,14,32.5,20.1,32.1,62.6,262.6,1.9,37.9,143.8,3.8,1.8,69.9,406.4,5.8,11.7,7.8,1.6,21.1,5.9,50.0,0.4,0.5,0.9,2017
37,UCLA,13,32.5,26.0,41.2,63.1,344.5,2.4,30.2,114.0,3.8,1.5,71.5,458.5,6.4,14.1,7.6,1.8,23.5,8.2,75.2,0.9,0.8,1.7,2017
38,Stanford,14,32.4,14.9,25.9,57.3,186.3,1.6,34.2,202.6,5.9,2.2,60.1,388.9,6.5,7.9,7.9,1.9,17.6,5.8,47.3,0.3,0.6,0.9,2017
39,Kansas State,13,32.3,12.0,20.8,57.8,173.8,1.2,39.9,198.8,5.0,2.2,60.7,372.5,6.1,6.8,9.3,1.1,17.2,5.2,45.8,0.4,0.6,1.0,2017
40,North Carolina State,13,32.2,24.2,37.2,65.1,275.1,1.3,38.1,177.1,4.7,2.7,75.3,452.2,6.0,12.5,9.2,1.7,23.3,6.0,55.5,0.5,0.5,1.0,2017
41,Mississippi State,13,32.0,14.7,27.2,54.1,166.9,1.3,48.8,251.7,5.2,2.3,75.9,418.6,5.5,7.6,14.0,1.4,23.0,6.2,54.6,0.6,1.1,1.7,2017
42,Arizona State,13,31.8,20.3,32.0,63.5,255.7,1.6,43.4,175.8,4.1,2.1,75.4,431.5,5.7,10.1,10.2,1.5,21.8,3.8,37.5,0.5,0.7,1.2,2017
43,Troy,13,31.5,22.5,35.4,63.7,269.6,1.5,31.5,148.8,4.7,2.3,66.8,418.5,6.3,11.6,6.8,1.8,20.3,7.0,57.1,0.9,0.5,1.5,2017
44,Air Force,12,31.4,5.8,11.9,48.3,110.1,0.8,63.6,306.3,4.8,3.2,75.5,416.3,5.5,4.3,18.3,1.6,24.2,4.0,38.8,1.2,0.5,1.7,2017
45,San Diego State,13,30.8,11.5,19.4,59.5,147.7,1.0,44.2,252.9,5.7,2.5,63.5,400.6,6.3,7.1,10.8,1.8,19.6,6.5,59.9,0.7,0.3,1.0,2017
46,Army,13,30.7,1.5,5.0,30.8,27.8,0.2,60.4,362.3,6.0,3.8,65.4,390.1,6.0,1.2,18.5,1.0,20.8,4.2,36.3,0.4,0.5,0.8,2017
47,Massachusetts,12,30.6,22.7,37.3,60.9,297.5,2.2,34.8,135.5,3.9,1.6,72.1,433.0,6.0,12.8,6.8,2.0,21.7,6.6,56.6,0.9,0.5,1.4,2017
48,Louisiana Tech,13,30.5,17.9,32.3,55.5,230.5,1.3,38.1,172.5,4.5,1.7,70.4,403.0,5.7,10.4,9.3,1.8,21.6,4.7,40.5,0.8,0.4,1.2,2017
49,Navy,13,30.5,3.2,7.8,41.6,77.3,0.8,63.2,351.4,5.6,3.2,71.0,428.7,6.0,2.2,17.8,1.1,21.2,4.1,40.6,0.7,0.8,1.5,2017
50,Washington State,13,30.3,37.5,54.8,68.3,366.8,2.8,23.3,67.5,2.9,0.6,78.2,434.3,5.6,16.7,4.8,1.7,23.2,5.6,51.2,0.8,1.5,2.4,2017
51,Utah State,13,30.2,19.5,33.5,58.4,226.0,1.3,37.3,171.4,4.6,1.8,70.8,397.4,5.6,10.1,7.8,1.2,19.1,6.2,56.0,0.8,1.0,1.8,2017
52,Texas,13,29.5,22.9,38.2,60.0,258.8,1.4,38.9,140.0,3.6,1.8,77.2,398.8,5.2,11.0,8.2,1.5,20.5,7.1,66.8,0.5,0.8,1.4,2017
53,Utah,13,29.5,20.1,32.8,61.1,249.4,1.4,40.5,164.0,4.1,1.7,73.3,413.4,5.6,10.5,10.3,2.3,23.1,6.8,61.0,0.9,1.1,2.0,2017
54,New Mexico State,13,29.3,30.5,49.2,62.0,340.2,2.2,27.2,110.1,4.1,1.4,76.4,450.2,5.9,14.7,6.3,1.3,22.3,6.8,54.9,0.5,1.7,2.2,2017
55,Tulsa,12,29.3,13.0,24.3,53.4,173.1,0.5,49.3,247.3,5.0,3.0,73.7,420.3,5.7,6.4,12.8,2.5,21.7,7.0,60.0,0.4,0.7,1.1,2017
56,Iowa State,13,29.2,23.1,36.7,62.9,272.9,2.1,32.8,113.1,3.4,1.2,69.5,386.0,5.6,12.3,5.9,2.8,21.1,4.4,39.7,0.1,0.7,0.8,2017
57,Northwestern,13,29.2,21.2,35.4,60.0,233.8,1.3,41.3,174.2,4.2,2.3,76.7,408.0,5.3,11.5,9.6,1.7,22.8,4.9,49.0,0.5,0.9,1.4,2017
58,Southern Mississippi,13,29.2,18.9,33.8,56.0,240.1,1.8,38.3,184.5,4.8,1.5,72.1,424.6,5.9,10.2,9.0,1.8,21.2,7.6,67.1,0.9,0.5,1.5,2017
59,Miami (FL),13,29.1,17.5,32.8,53.3,242.5,2.0,31.8,160.8,5.1,1.5,64.5,403.4,6.3,9.8,8.2,1.3,19.3,5.2,49.3,0.3,1.1,1.4,2017
60,Northern Illinois,13,28.9,17.8,31.2,57.0,199.9,1.9,42.5,179.8,4.2,1.4,73.6,379.8,5.2,8.8,9.7,1.8,20.3,6.2,55.5,1.0,0.8,1.8,2017
61,Arkansas,12,28.8,16.0,28.3,56.5,205.4,1.5,38.5,168.0,4.4,2.0,66.8,373.4,5.6,9.0,9.2,1.7,19.8,4.8,42.1,0.8,0.8,1.5,2017
62,UNLV,12,28.8,13.5,24.9,54.2,186.9,0.8,44.0,240.2,5.5,2.4,68.9,427.1,6.2,8.1,11.8,1.3,21.2,4.7,39.9,0.5,0.8,1.3,2017
63,Buffalo,12,28.5,19.5,33.3,58.5,290.8,2.0,35.7,141.1,4.0,1.5,69.0,431.9,6.3,12.1,6.6,2.3,20.9,5.6,49.8,0.6,0.5,1.1,2017
64,Central Michigan,13,28.5,20.2,36.1,56.1,255.7,2.1,34.6,135.0,3.9,1.5,70.7,390.7,5.5,9.8,6.2,2.2,18.3,6.4,61.8,1.1,1.3,2.4,2017
65,Houston,12,28.3,23.4,34.3,68.4,261.3,1.3,37.2,166.8,4.5,2.1,71.4,428.2,6.0,11.6,8.1,1.3,21.0,6.0,53.8,0.9,1.0,1.9,2017
66,Iowa,13,28.2,15.3,27.3,56.1,189.8,2.1,37.0,139.2,3.8,1.3,64.3,329.1,5.1,8.2,7.9,1.3,17.4,5.1,41.1,1.0,0.5,1.5,2017
67,Louisiana,12,28.2,17.8,31.3,56.9,214.8,1.3,37.7,183.7,4.9,2.3,69.0,398.5,5.8,10.1,9.6,0.8,20.6,4.8,40.6,0.3,1.0,1.3,2017
68,Nevada,12,28.2,22.5,37.6,59.9,270.4,2.5,30.2,127.2,4.2,1.0,67.8,397.6,5.9,10.5,7.0,2.3,19.8,4.9,45.9,0.5,1.3,1.8,2017
69,Virginia Tech,13,28.2,18.8,31.5,59.8,239.5,1.6,44.8,173.4,3.9,1.5,76.4,412.8,5.4,10.9,9.7,1.5,22.2,4.6,42.2,0.4,0.7,1.1,2017
70,Georgia Tech,11,28.1,3.9,10.7,36.4,84.3,0.9,57.5,307.4,5.3,2.7,68.2,391.6,5.7,2.9,15.3,1.3,19.5,4.0,35.8,0.9,0.5,1.4,2017
71,California,12,27.8,23.2,39.7,58.4,258.9,1.6,34.7,125.6,3.6,1.4,74.3,384.5,5.2,11.6,8.2,2.5,22.1,6.5,54.8,0.7,1.0,1.7,2017
72,Florida State,13,27.8,15.5,26.5,58.6,196.2,1.6,35.6,155.7,4.4,1.3,62.2,351.9,5.7,8.5,8.5,1.1,18.0,6.0,53.8,0.6,1.0,1.6,2017
73,UAB,13,27.8,15.9,26.3,60.5,180.5,1.2,40.7,183.2,4.5,2.1,67.0,363.8,5.4,7.8,9.8,1.7,19.3,5.8,52.5,0.8,0.4,1.2,2017
74,Tulane,12,27.5,11.3,20.1,56.4,160.0,1.0,47.9,231.5,4.8,2.6,68.0,391.5,5.8,6.5,12.8,1.6,20.8,5.8,52.1,0.4,0.5,0.9,2017
75,Syracuse,12,27.4,26.7,45.7,58.4,294.8,1.7,39.9,161.5,4.0,1.3,85.6,456.3,5.3,13.1,9.0,2.3,24.4,6.2,49.4,0.7,1.3,2.0,2017
76,LSU,13,27.2,13.8,23.1,59.7,203.5,1.3,43.3,207.6,4.8,1.9,66.4,411.1,6.2,8.4,10.5,1.2,20.1,5.8,50.6,0.3,0.3,0.6,2017
77,Fresno State,14,27.1,19.1,31.2,61.3,237.9,1.4,36.6,156.0,4.3,1.6,67.8,393.9,5.8,9.4,8.8,1.1,19.3,5.3,43.6,0.4,0.5,0.9,2017
78,Indiana,12,26.8,25.5,41.8,61.0,265.7,2.1,37.4,130.1,3.5,0.9,79.3,395.8,5.0,12.0,6.7,2.3,21.0,5.9,58.9,0.6,1.1,1.7,2017
79,Marshall,13,26.7,20.5,34.1,60.0,239.6,1.9,34.8,140.5,4.0,1.1,68.9,380.2,5.5,10.9,7.2,2.2,20.4,6.5,59.8,0.7,1.1,1.8,2017
80,Duke,13,26.5,20.5,36.1,56.7,213.4,1.2,42.1,171.4,4.1,1.7,78.2,384.8,4.9,10.5,10.8,1.7,23.0,4.8,41.6,0.5,0.9,1.5,2017
81,Colorado,12,26.4,20.3,34.2,59.5,260.4,1.6,41.2,158.5,3.9,1.4,75.3,418.9,5.6,10.7,10.3,1.6,22.6,6.3,55.7,0.4,0.8,1.2,2017
82,Eastern Michigan,12,26.1,21.4,36.3,59.1,257.3,1.8,34.9,130.5,3.7,1.2,71.2,387.8,5.4,11.7,7.0,1.6,20.3,6.2,57.5,0.6,1.3,1.8,2017
83,North Carolina,12,26.0,18.4,33.9,54.3,225.3,1.8,35.6,144.3,4.1,1.4,69.5,369.6,5.3,10.8,7.4,1.5,19.7,7.8,72.7,0.5,1.3,1.8,2017
84,Nebraska,12,25.8,22.1,38.3,57.7,277.5,1.8,30.7,107.5,3.5,1.1,68.9,385.0,5.6,12.1,6.1,1.4,19.6,6.3,60.7,0.2,1.4,1.6,2017
85,Boston College,13,25.7,15.2,28.2,54.0,166.3,1.2,47.5,220.4,4.6,1.8,75.8,386.7,5.1,7.8,10.1,1.1,18.9,3.6,29.8,0.6,0.9,1.5,2017
86,Florida International,13,25.6,19.4,30.5,63.6,233.2,1.5,38.0,159.2,4.2,1.5,68.5,392.3,5.7,11.6,7.6,1.5,20.7,6.5,64.9,0.8,0.8,1.6,2017
87,Kentucky,13,25.5,15.1,25.4,59.4,188.2,0.8,37.5,161.7,4.3,2.1,62.9,349.8,5.6,8.6,8.1,1.9,18.6,5.5,48.2,0.6,0.5,1.2,2017
88,Middle Tennessee State,13,25.5,21.7,36.4,59.6,251.1,1.8,32.8,143.5,4.4,1.2,69.2,394.5,5.7,11.3,8.0,2.2,21.2,6.5,63.4,0.5,1.3,1.8,2017
89,Western Kentucky,13,25.5,29.3,44.4,66.0,335.0,2.1,30.1,60.8,2.0,1.2,74.5,395.8,5.3,14.8,5.9,1.8,22.6,5.7,48.7,1.0,0.8,1.8,2017
90,Bowling Green State,12,25.3,18.8,34.8,54.2,235.0,1.8,35.8,155.0,4.3,1.1,70.6,390.0,5.5,9.8,7.8,1.8,19.3,7.4,68.9,1.1,1.0,2.1,2017
91,Michigan,13,25.2,14.2,26.6,53.5,171.2,0.7,40.7,177.7,4.4,2.0,67.3,348.9,5.2,7.4,8.8,1.2,17.5,6.6,57.2,0.8,0.8,1.6,2017
92,Purdue,13,25.2,22.5,37.8,59.5,251.5,2.1,34.4,151.5,4.4,0.9,72.2,403.1,5.6,11.1,8.8,1.8,21.7,5.9,50.6,0.5,0.8,1.3,2017
93,Temple,13,25.1,20.2,34.8,57.8,251.8,1.6,35.5,136.4,3.8,1.2,70.3,388.2,5.5,11.7,6.8,1.8,20.3,7.8,69.4,0.5,1.2,1.7,2017
94,East Carolina,12,24.9,25.6,45.3,56.5,317.9,2.2,32.8,108.1,3.3,0.8,78.1,426.0,5.5,14.3,6.0,2.9,23.3,6.7,58.3,0.4,1.3,1.8,2017
95,Vanderbilt,12,24.6,19.3,33.6,57.6,243.6,2.3,29.0,107.6,3.7,1.2,62.6,351.2,5.6,11.5,5.6,1.3,18.4,5.8,50.1,0.3,0.8,1.2,2017
96,Michigan State,13,24.5,19.0,32.6,58.3,215.2,1.5,41.8,168.4,4.0,1.4,74.5,383.6,5.2,10.7,9.0,1.9,21.6,6.5,59.1,0.9,0.6,1.5,2017
97,Miami (OH),12,24.4,17.8,32.3,54.9,237.7,2.0,36.5,147.3,4.0,1.0,68.8,384.9,5.6,11.3,7.3,2.1,20.7,7.3,63.1,0.6,0.9,1.5,2017
